texto,tipo,gravidade,origem
meu companheiro me jogou escada abaixo e fui parar no hospital,fisica,alta,violencia_2000
meu marido não me deixa fazer reserva de férias sem sua participação,patrimonial,baixa,violencia_2000
ele conta para amigos sobre minhas frustrações sem minha permissão,moral,baixa,violencia_2000
ele me ofende com xingamentos que me afetam emocionalmente,moral,media,violencia_2000
meu companheiro fica com meu salário assim que cai na conta,patrimonial,media,violencia_2000
meu companheiro não me deixa trabalhar e fico sem dinheiro próprio,patrimonial,media,violencia_2000
ele faz comentários sobre meu corpo de forma objetificante,sexual,baixa,violencia_2000
"ele me empurrou leve, reclama quando saio e faz piadinhas ruins sobre mim",mista,baixa,violencia_2000
"meu marido me empurrou uma vez leve, me critica e controla o que eu faço",mista,baixa,violencia_2000
ele fica mal-humorado quando chego mais tarde do que o previsto,psicologica,baixa,violencia_2000
meu companheiro jogou minha bolsa no chão com raiva,fisica,baixa,violencia_2000
"ele me empurrou contra a porta, me mantém sem dinheiro e me monitora o celular",mista,media,violencia_2000
meu companheiro faz comentários negativos sobre como cuido da casa,moral,baixa,violencia_2000
meu namorado me faz sentir pressionada a compartilhar detalhes íntimos,sexual,baixa,violencia_2000
meu marido não me deixa acumular dinheiro próprio,patrimonial,media,violencia_2000
ele me disse que vai me denunciar por abandono dos filhos se eu sair,psicologica,alta,violencia_2000
ele me faz sentir errada por ter limites,sexual,media,violencia_2000
meu marido me bloqueou a saída do carro com o corpo,fisica,baixa,violencia_2000
ele ficou violento depois que perdeu o emprego e me empurrou,fisica,media,violencia_2000
meu companheiro me abusou sexualmente quando eu estava sedada,sexual,alta,violencia_2000
ele me diz que tem amigos na polícia e que ninguém vai me ajudar,psicologica,alta,violencia_2000
meu companheiro me obrigou a ter relações com outras pessoas,sexual,alta,violencia_2000
"ele me agrediu fisicamente, me forçou a ter relações e depois espalhador mentiras sobre mim",mista,alta,violencia_2000
ele conta histórias sobre mim que me deixam mal na frente de todos,moral,media,violencia_2000
ele espalhou calúnias sobre mim que chegaram ao meu círculo profissional,moral,alta,violencia_2000
ele me deu uma coronhada com a arma na cabeça,fisica,alta,violencia_2000
ele me cutucou no ombro com o dedo várias vezes,fisica,baixa,violencia_2000
ele não aceita bem minha recusa e fica mal humorado por dias,sexual,media,violencia_2000
ele faz comentários que me deixam com dúvidas sobre minha competência,psicologica,baixa,violencia_2000
ele não me deixa ter aplicativo de banco no celular,patrimonial,media,violencia_2000
"meu companheiro me agrediu fisicamente, me forçou sexualmente e me humilha na frente dos filhos",mista,alta,violencia_2000
meu companheiro me diz que estou ficando feia e que ninguém vai me querer,psicologica,media,violencia_2000
meu companheiro me empurrou ao entrar em casa irritado,fisica,baixa,violencia_2000
ele me jogou no chão de ladrilho com força,fisica,alta,violencia_2000
meu marido reclama quando pago mais caro para ter qualidade,patrimonial,baixa,violencia_2000
meu namorado faz comentários sobre minha forma de me comunicar,moral,baixa,violencia_2000
ele esconde meu celular quando quer me punir,patrimonial,media,violencia_2000
meu companheiro tentou me sufocar com um saco plástico,fisica,alta,violencia_2000
meu marido espalhou fotos íntimas minhas para toda a comunidade,moral,alta,violencia_2000
meu companheiro me difamou para meu patrão e perdi meu emprego,moral,alta,violencia_2000
meu companheiro faz comparações do meu corpo com outros que me ferem,sexual,baixa,violencia_2000
meu companheiro me ameaça divulgar informações íntimas se eu o deixar,psicologica,alta,violencia_2000
meu namorado me puxou pelos cabelos durante a briga,fisica,media,violencia_2000
meu companheiro destruiu todos os brinquedos e roupas dos meus filhos,patrimonial,alta,violencia_2000
meu companheiro me faz sentir que sou inadequada sexualmente,sexual,media,violencia_2000
meu marido faz insinuações sexuais na frente de outras pessoas,sexual,baixa,violencia_2000
ele me diz que estou inventando as agressões que sofri,psicologica,media,violencia_2000
"meu companheiro me deu um tapa, destrói objetos meus e me mantém sem acesso a dinheiro",mista,media,violencia_2000
ele me pressiona de forma que eu me sinto forçada a ceder,sexual,media,violencia_2000
meu companheiro destruiu meus livros por raiva,patrimonial,media,violencia_2000
ele me chama de fria e insensível quando não quero ter relações,sexual,media,violencia_2000
"meu marido me agrediu fisicamente, tirou meu celular e colocou rastreador no meu carro",mista,alta,violencia_2000
"ele me bateu com pedaço de pau, me xinga de vagabunda e me ameaça de morte constantemente",mista,alta,violencia_2000
ele não me deixa participar das decisões financeiras da família,patrimonial,media,violencia_2000
ele faz comentários que me fazem sentir que não sou boa o suficiente,psicologica,baixa,violencia_2000
ele me enviou mensagem com localização da casa da minha mãe como ameaça,psicologica,alta,violencia_2000
meu companheiro faz comentários negativos sobre meu estilo,moral,baixa,violencia_2000
meu companheiro me deu um cutucão no ombro com raiva,fisica,baixa,violencia_2000
ele me bloqueou a passagem com o corpo e não me deixava passar,fisica,baixa,violencia_2000
"meu marido me puxou pelo cabelo, não me deixa ter amigos e me xinga todo dia",mista,media,violencia_2000
ele colocou imagens minhas na internet sem minha permissão,sexual,alta,violencia_2000
meu companheiro pegou meu dinheiro de férias que eu tinha guardado,patrimonial,alta,violencia_2000
meu marido me puxou o cabelo para me puxar para dentro de casa,fisica,media,violencia_2000
ele me fez perder minha casa ao não pagar o financiamento que ficou no meu nome,patrimonial,alta,violencia_2000
"meu marido me agrediu fisicamente, me toma todo o dinheiro e me ameaça com arma",mista,alta,violencia_2000
ele jogou fora minhas coisas pessoais sem me pedir,patrimonial,media,violencia_2000
meu companheiro não me dá dinheiro para comprar material escolar dos filhos,patrimonial,media,violencia_2000
meu marido me pressiona logo após brigas sérias,sexual,media,violencia_2000
"meu companheiro me bateu quando irritado, me humilha e me mantém dependente",mista,media,violencia_2000
"ele me cutucou de leve, faz comentários ruins e não me deixa ter amigos próprios",mista,baixa,violencia_2000
ele me ofende constantemente dizendo que não presto,moral,media,violencia_2000
ele fica bravo quando eu converso com meus colegas de trabalho,psicologica,baixa,violencia_2000
meu namorado me faz sentir julgada por minhas preferências,sexual,baixa,violencia_2000
ele me deu um soco no estômago que me deixou sem ar,fisica,alta,violencia_2000
ele destrói objetos meus quando fico com raiva,patrimonial,media,violencia_2000
ele vendeu nosso carro que estava no meu nome sem me contar,patrimonial,alta,violencia_2000
"ele me humilha em público, controla meu salário e me deu tapa semana passada",mista,media,violencia_2000
ele me proíbe de trabalhar dizendo que não confia nos meus colegas,psicologica,media,violencia_2000
meu companheiro me jogou no chão e ficou parado na minha frente ameaçando,fisica,media,violencia_2000
"meu companheiro me puxou levemente, não me deixa ter amigos e me xinga às vezes",mista,baixa,violencia_2000
meu companheiro me empurrou na briga e eu torci o tornozelo,fisica,media,violencia_2000
meu companheiro vendeu meu negócio familiar sem meu consentimento,patrimonial,alta,violencia_2000
meu companheiro compartilhou fotos minhas sem autorização para humilhar,moral,alta,violencia_2000
meu marido destruiu meu estoque de produtos para venda,patrimonial,alta,violencia_2000
meu marido me sacudiu várias vezes durante a briga,fisica,media,violencia_2000
ele espalhou mentiras sobre mim na minha comunidade religiosa,moral,alta,violencia_2000
meu marido me compara com ex-namoradas para me pressionar,sexual,media,violencia_2000
ele me atacou com uma tesoura e me cortou o pescoço,fisica,alta,violencia_2000
meu marido pegou meu cartão de aposentadoria e ficou sacando meu benefício,patrimonial,alta,violencia_2000
ele fica mal-humorado quando não estou com humor para conversar,psicologica,baixa,violencia_2000
"ele me puxou a mão leve, faz comentários ruins e controla onde estou todo tempo",mista,baixa,violencia_2000
meu companheiro me pressiona a fazer coisas que não gosto,sexual,media,violencia_2000
meu companheiro me empurrou quando tentei pegar meu celular,fisica,media,violencia_2000
meu marido me deu um tapa quando cheguei depois do horário,fisica,media,violencia_2000
ele me segurou pelo pulso para que eu não saísse,fisica,baixa,violencia_2000
meu marido me deu um cutucão quando não concordei com ele,fisica,baixa,violencia_2000
meu marido me enviou mensagens dizendo que não saio viva desse relacionamento,psicologica,alta,violencia_2000
meu companheiro espalhador mentiras sobre mim que chegaram ao meu bairro inteiro,moral,alta,violencia_2000
ele me bloqueou a saída com o corpo quando quis sair,fisica,baixa,violencia_2000
meu marido não me deixa ter amigos do sexo masculino,psicologica,media,violencia_2000
"meu companheiro me agrediu fisicamente, destruiu meu celular e me ameaça com faca todo dia",mista,alta,violencia_2000
meu marido me ameaça contratando alguém para me seguir,psicologica,alta,violencia_2000
meu companheiro me jogou o celular no rosto,fisica,media,violencia_2000
ele fica irritado quando não concordo com ele,psicologica,baixa,violencia_2000
ele me critica de forma humilhante na frente dos filhos,moral,media,violencia_2000
ele vendeu minhas joias para pagar suas dívidas,patrimonial,alta,violencia_2000
meu marido me diz que sou insuportável e ninguém me aguenta,psicologica,media,violencia_2000
ele usa meu cartão sem pedir e depois nega que usou,patrimonial,media,violencia_2000
meu companheiro inventou que me prostituí para me destruir socialmente,moral,alta,violencia_2000
ele me sacudiu com força e eu machuquei o pescoço,fisica,media,violencia_2000
meu marido me empurrou ao sair com raiva,fisica,baixa,violencia_2000
ele diz que se eu não quero ele vai ter com outra,sexual,media,violencia_2000
ele me deu um empurrão leve quando recusei fazer algo,fisica,baixa,violencia_2000
ele me jogou na cama quando eu tentei sair do quarto,fisica,media,violencia_2000
meu namorado me puxou pelo ombro para me fazer ouvir,fisica,baixa,violencia_2000
meu marido destruiu minha coleção de livros que tinha valor afetivo e financeiro,patrimonial,alta,violencia_2000
meu namorado faz comentários negativos sobre o jeito que me visto,moral,baixa,violencia_2000
ele me abusou sexualmente dizendo que eu devia por ser sua esposa,sexual,alta,violencia_2000
"ele me agrediu fisicamente, destruiu meu celular e ameaçou matar meus filhos",mista,alta,violencia_2000
meu companheiro destrói objetos meus quando está com raiva,patrimonial,media,violencia_2000
ele me xinga levemente quando fica irritado mas depois pede desculpa,moral,baixa,violencia_2000
meu companheiro me puxou pela camisa durante a briga,fisica,baixa,violencia_2000
"meu companheiro me bateu, forçou relação sexual e ameaça queimar minha casa se eu sair",mista,alta,violencia_2000
ele me puxou pela mão para que eu não fosse embora,fisica,baixa,violencia_2000
ele me disse que vai me sequestrar e me matar longe daqui,psicologica,alta,violencia_2000
meu companheiro me empurrou contra a pia da cozinha,fisica,media,violencia_2000
meu namorado quer saber quanto pago nas coisas que compro,patrimonial,baixa,violencia_2000
ele fica irritado quando me recuso a contar tudo que faço,psicologica,baixa,violencia_2000
meu marido não me deixa assistir televisão livremente,psicologica,media,violencia_2000
ele me puxou pelo braço na rua e me deixou com hematoma,fisica,media,violencia_2000
ele não me deixa fazer empréstimo pessoal sem sua aprovação,patrimonial,baixa,violencia_2000
"meu marido me deu empurrão leve na discussão, me diminui bastante e controla salário",mista,baixa,violencia_2000
